Sentence,Label
"Against Oklahoma, the Sooners executed==20flawlessly early",1
and,1
Texas got hit with a punch it couldn't get up from.,1
"It==20was the first inexcusable loss of the Mack Brown era and ended his honeymoo=n=20in Austin, according to many.=20=09=09But Mack Brown is smart enough and charming enough to have the fans eati=ng=20out of his hand any time he wants.",1
"All he has to do is tune out the negativ=e=20comments he hears reported in the media or on the Internet and simply say,==20""We are doing the best we can.",1
We learn.,1
We make mistakes.,1
"We're going to==20keep trying harder.""",1
"Those are comments no negative fan can argue with.=20Instead, Brown became upset with the negative voices and let it taint=20everything about this season.",1
Each press conference was filled with a comme=nt=20about how the media and fans had beat up this year's team.,1
It was=20contentious.,1
"Mack Brown uses Joe Paterno as his role model often times.=20Paterno hates the media, rarely gives out interviews, etc.",1
"So if Mack Brown==20is following in Paterno's footsteps on that issue, it would be a shame.=20Paterno doesn't have one-quillionth the public relations savvy of Mack Brow=n.=20=09=09Brown got tough questions during his radio call-in show this season.",1
Som=e=20weeks he hid his contempt for them better than others.,1
"But a guy like Brown==20is good enough and smart enough that he should just let this stuff roll off==20of his back, use that self-deprecating laugh of his and then take his=20frustration out in the meeting and film rooms while finding ways to turn hi=s=20team into a juggernaut.",1
Mack Brown should know his team's personality going==20into next year because so many players will be back.,1
"And he'll have this ye=ar=20as a blueprint of how not to do things, in many instances.",1
And he's where h=e=20wants to be - at a major college football power and always being in the=20position of favorite.,1
"At North Carolina, as well as he recruited and coache=d,=20Florida State was always going to be the bully in the neighborhood.",1
"At Texa=s,=20he had beaten Nebraska the first two times he played them and showed that==20Texas was going to be the new bully in the Big 12.",1
"Now, Oklahoma has come==20charging past the Longhorns and Bob Stoops has done everything without=20excuses.",1
"If you notice, Stoops didn't gripe about having to play the Big 12==20title game and possibly ruin his team's national title chances.",1
He didn't==20gripe about the cold weather that everyone said would do in the Sooners in==20Kansas City.,1
"He has a tough attitude, and his team has adopted his attitude=.=20Brown has a tough attitude, too.",1
And against Oregon in the Holiday Bowl and==20all of next season will be the truest test of Brown's coaching and dealing==20with expectations.,1
"Brown said, fairly and accurately, that Texas couldn't b=e=20expected to win the national title this year because the Longhorns hadn't==20finished a season in the top 10 since 1983.",1
"""How do you jump to No. 1 witho=ut=20having first been in the top 10?"" Brown said before the season.",1
Does this==20kind of talk trickle into the ears of players?,1
I don't know.,1
Most of the=20Longhorns before the season (Applewhite and Hampton included) felt like Tex=as=20could win the national title.,1
That's one of the biggest reasons Hampton cam=e=20back to Texas this season.,1
"When UT lost to Stanford, Brown emerged from an==20emotionally blasted locker room and said, ""I didn't think this was a nation=al=20title team.""",1
He went on to say the team was too young.,1
Are these excuses fo=r=20his team?,1
"If Texas beats Oregon in the Holiday Bowl, the Longhorns will hav=e=20their top 10 finish and will once again be ranked in the top 10 heading int=o=20next season.=20=09=09On defense, the big question mark will be at defensive tackle because Ca=sey=20Hampton and Shaun Rogers will be moving on.",1
"But Marcus Tubbs, Adam Doiron a=nd=20Stevie Lee provide an ample foundation to rebuild at the position.",1
"Cory=20Redding and Kalen Thornton should only get better, and there is a wealth of==20talent in the seven guys behind them.",1
"On offense, the big question mark is =at=20running back, where Hodges Mitchell is moving on.",1
He's a guy some Texas fan=s=20still think is worthless.,1
"But let me tell you, he isn't.",1
He's got guts and==20gave everything he had.,1
It may take some time to see another back who can==20catch and run the way he does.,1
"UT will have several backs to pick from,=20including freshman-to-be Cedric Benson.",1
The rest of the team is proven and==20will pick up Bo Scaife at tight end.=20=09=09I don't see any excuses for this team next year.,1
National championship t=alk=20will be all over this team like sunshine in Bermuda.,1
Here's hoping that Mac=k=20Brown doesn't let the nitpickers bog him down.,1
And I include myself in that==20group of nitpickers because reporters are paid to point out all of the fact=s=20- positive or negative.,1
Here's to hoping Mack Brown will spend less time=20getting reports fed to him about negative Internet postings and any possibl=e=20negative angles in a newspaper story.,1
Here's to hoping that he'll take on==20critical questions with the ease and charm he shows publicly on a daily=20basis.,1
"Places like Texas, Alabama and Ohio State have fans who are seemingl=y=20never satisfied.",1
"Until Brown wins a national championship, UT fans will=20second-guess and doubt and wonder why something else wasn't tried.",1
That cou=ld=20continue even if he wins a national title.,1
But that's sports.,1
It's worse no=w=20because there is more coverage of sports than ever before with the Internet==20and all-day talk radio.,1
Mack Brown lives under a microscope.,1
Fans think the=y=20are as smart as coaches because they manage a fantasy football team.,1
Brown==20just has to shrug off the naysayers and focus on the reasons he loves=20coaching.=20=09?=09=09=09,1
Q:,1
"Among UT's current commitments, who do you see as the freshmen most==20likely to see  significant playing time next year?",1
  ,1
?,1
?,1
=,1
20=09=09,1
BROWN:,1
" The more I see and hear about Midland Lee running back Cedric==20Benson, the more I think he has the best chance to have an impact next year=.=20He appears to have the kind of vision that makes running backs",1
special.=20=09?=09=09=09,1
Q:,1
Only two teams had a strength of schedule rating above 3.0 in the BC=S=20rankings and all the top five teams had a sub 0.6 rating.,1
"Given that UT has= a=20decent chance in the national championship race next year, what - if anythi=ng=20- can UT do to help raise its strength of schedule rating?",1
Seems like the==20Longhorns could go undefeated and still be on the outside looking in.,1
=20=09,1
?,1
?,1
Andrew Bowen=20=09=09,1
BROWN:,1
" Well, gauging by how some of the BCS polls had Florida State hi=gher=20than Oklahoma, I think it's fair to say that strength of schedule is a=20concern for Texas next year.",1
"I think Texas has to win all its games next=20season to make sure that it is not in the position of Miami, which beat=20Florida State but is not in the national championship picture.",1
"If Texas goe=s=2010-1 next season, the Longhorns could very well not be in control of their==20own destiny.",1
"With their schedule, as crazy and inflated-expectation-riddled==20as this sounds, the Longhorns would probably need to win all the games to==20ensure getting a shot at the national championship next season.=20=09?=09=09=09=09=09=09=09[IMAGE",1
],1
Leonard Davis,1
=20=09=09Q:,1
Who will be drafted off this team?,1
Any first rounders?,1
Will the draft==20distract the seniors from the bowl game?,1
Will any juniors declare early?,1
Is==20the NFL looking at any underclassmen on the team?,1
=20=09,1
?,1
?,1
"Lance, Grand Prairie =20=09=09",1
BROWN:,1
 ,1
"The obvious draft picks are OT Leonard Davis, DT Casey Hampton =and=20DT Shaun Rogers.",1
SS Greg Brown may also get a look from an NFL team after t=he=20year he has had.,1
I think Davis is a first-round pick for sure.,1
"Hampton and==20Rogers shouldn't fall past the second round,=09=09although they could simply because there are a number of top defensive==20lineman in next year's NFL draft.",1
NFL scouts are intrigued by junior Quenti=n=20Jammer because of his size and physical play at cornerback.,1
NFL scouts like==20junior De'Andre Lewis' speed and size at linebacker.,1
But UT officials seem==20confident that no underclassmen will jump from this year's team.,1
=20=09?=09=09=09,1
Q:,1
Please discuss the coaching staff's approach to bowl games.,1
Did we==20approach the Mississippi State Cotton Bowl with a different philosophy or==20attitude than the Arkansas Cotton Bowl?,1
